dop,density,gb_frac,temp_c,temp_k,sigma
0.15479120971119267,0.9477505873627733,0.1699261952428934,56.62012332741079,329.7701233274108,1.3549369726633482
0.08777568795041046,0.9761432563184007,0.16527263054712088,57.412782178564754,330.5627821785647,1.4064112850295722
0.1717195839822765,0.9903327871964053,0.24856407745163572,28.104787533051443,301.2547875330514,0.9739548301416691
0.1394736058118728,0.9720695946718352,0.21315983152280335,61.61242817520317,334.7624281752031,1.371887069688426
0.018835469577529906,0.996321122354938,0.007973329499187509,60.4850213828134,333.63502138281336,1.7496130718031242
0.1951244703273512,0.9782005170738177,0.014837741143804706,60.95528733301299,334.10528733301294,1.7783149729857972
0.1522279403980706,0.9866801438261926,0.1804675357368047,24.44423316432238,297.59423316432236,1.028105429650244
0.15721286105539078,0.9114104071183637,0.14585762268668265,46.81033054484916,319.9603305448491,1.1740552995964497
0.025622726535109178,0.9732413502993787,0.07805539660289741,44.54210792274378,317.69210792274373,1.3825228540583483
0.09007718757911343,0.9440088699527369,0.1255968261944405,25.202689018591947,298.35268901859195,1.0448026950982283
0.07415960484651625,0.9553103802411276,0.22737309561985813,33.342075673808644,306.49207567380864,0.9872436910771832
0.18535299776972036,0.9654102409482357,0.247983445397379,46.457757907882204,319.60775790788216,1.089979276816394
0.12877302401613291,0.9969815116705569,0.16836692036701326,64.57437859148493,337.7243785914849,1.554221830247593
0.164552322654166,0.9984578081431624,0.11561084425713089,34.22372461907979,307.3737246190798,1.3000760806018639
0.08868283976546623,0.9288228245487905,0.0812090284485321,69.7849946074947,342.9349946074947,1.7401661770444106
0.04544774435695538,0.9733753497437916,0.15657554123077602,52.747897144367805,325.8978971443678,1.3586522386307327
0.11091695740316697,0.9749983537935268,0.09442488556931429,65.62530111107705,338.77530111107706,1.7395957939376512
0.012763451220835066,0.9346492861313049,0.16922854111416688,48.35335900021143,321.5033590002114,1.0982713432285032
0.16552623439851644,0.9123869774864222,0.2029957147528913,49.9516535253334,323.1016535253334,1.0790316799972601
0.12633287982441296,0.904094696028572,0.01982376327581845,57.183163362778416,330.3331633627784,1.5482403952269315
0.15161754801707478,0.9777343127529179,0.00032023950682417144,75.67823648994946,348.8282364899494,2.126674659839193
0.07090519362597368,0.9489699741816906,0.06368314165222289,49.508754884774596,322.65875488477457,1.3851414868836571
0.19413960487898066,0.9985540169494926,0.2683534493156343,51.71945228649746,324.86945228649745,1.2280147570076356
0.17862422426443955,0.9464973456193653,0.19388722896856775,56.11981781165177,329.26981781165176,1.3504819121423455
0.15567669941475237,0.997791697907384,0.05158810558110686,64.25090823786354,337.4009082378635,1.873686256119892
0.03892774157039352,0.941157600219406,0.2670791885470856,24.31102012917406,297.461020129174,0.719709947046988
0.09334420074540684,0.9793682150559972,0.140986782086202,50.941246311318324,324.0912463113183,1.3750280898593064
0.008760753157445756,0.9084819272311833,0.1428275270035982,48.89549535236261,322.0454953523626,1.0779781879464614
0.03085789841350957,0.9555461710137764,0.2806625831527965,75.30109905425422,348.4510990542542,1.2966932081730118
0.13660979064849094,0.9802059786985724,0.017846007655002005,49.61039482618047,322.76039482618046,1.6412376936919553
0.14895243118156343,0.9924701667219888,0.06455348238861555,48.09923208165986,321.24923208165984,1.5455309780093351
0.19350194648684202,0.9822583090617432,0.17573139754641673,77.73199931208212,350.8819993120821,1.8197528690299645
0.0651650716276304,0.9036970727201175,0.058645952874601226,47.03458781605289,320.18458781605284,1.1928765793637464
0.07409194120697378,0.9372702341306735,0.20385810276268734,30.853065819325423,304.0030658193254,0.9037699023075498
0.09391116225516159,0.9048698472313852,0.06422768680101605,33.0149673683473,306.1649673683473,1.117422346461206
0.037894271816857145,0.9109282291114558,0.029747091179644303,25.711252300218447,298.86125230021844,1.0354881283196613
0.02598430106709433,0.9675305628667484,0.06209554789225192,20.034087755536667,293.18408775553667,1.0070110941494068
0.09514098524518676,0.9713258196311698,0.12682021028161866,45.91673966002892,319.0667396600289,1.3220927176639805
0.04538186981017683,0.9773720682751627,0.052841489751923966,66.15455487789328,339.3045548778932,1.8101527328716212
0.13396279893650206,0.9865456548055663,0.04040760747700419,64.00798656799014,337.1579865679901,1.855568851081808
0.08743038377446616,0.9739431468476509,0.25808456586568224,21.928945268171013,295.07894526817097,0.7905224061264129
0.1665356392115675,0.9800871592106633,0.09611916107919234,54.198974215641975,327.34897421564193,1.5879315080846326
0.14005302040044984,0.9048963709823279,0.10822760595547608,29.256987524808558,302.4069875248085,0.9610307064096586
0.06247332827640822,0.9234535150441299,0.01658112285036829,76.46457708588184,349.6145770858818,1.872326469808146
0.16645196027904022,0.9621897773375245,0.10721088705061624,30.041899978650758,303.1918999786507,1.1281558284040436
0.16095287149936038,0.9858125304624823,0.0794421531964739,57.59835306184889,330.7483530618489,1.60661040143172
0.07749567580603489,0.900450012493966,0.18314552020253655,39.574301729843405,312.7243017298434,0.9487739559035918
0.057665620786048824,0.951462934211635,0.061617089301722,58.493679557861135,331.6436795578611,1.5200920827039122
0.1364991007949951,0.9677287399364397,0.26650963591885213,44.735515787844506,317.8855157878445,1.0324880653043187
0.027950496721861964,0.9029607289128614,0.27889998627586654,65.57858313838369,338.72858313838367,1.0778773133515978
0.03998164049502167,0.9401355557553388,0.02994931715303706,33.84074751967147,306.99074751967146,1.1976524509367208
0.0014724539502011026,0.9895634881383697,0.03222088688657316,74.34751117485561,347.4975111748556,2.02265845061644
0.15738487550042768,0.9671612808855858,0.03459793143329639,50.01257895880113,323.1625789588011,1.5994808165458911
0.13297017131840644,0.9237658363360598,0.1858707768930936,65.36558886277118,338.51558886277115,1.3072683948826243
0.14103307572526702,0.9852781129631912,0.03659068926288687,70.98381148407363,344.1338114840736,1.954328484455589
0.15614580620439358,0.9348031423409514,0.25571469537907987,79.9297166572883,353.07971665728826,1.3688615682580523
0.09178315510766799,0.985334467114406,0.22628145448136772,33.43673993563749,306.58673993563747,1.020433691579993
0.11374823919057875,0.9298943651118906,0.2459426574714072,37.21354481380729,310.36354481380727,0.913242966759366
0.02795939962553149,0.9590320250883149,0.15781815806580626,35.025985203913294,308.1759852039133,0.97473513537795
0.02290601470719469,0.9396940067747834,0.299003163455746,35.77227992958696,308.9222799295869,0.8057253340486217
0.13368059235809435,0.9274825050755067,0.013252530883248381,54.94668449236264,328.0966844923626,1.5286153628503998
0.09421924122862652,0.9886557562171869,0.120379489255834,79.61135138875058,352.76135138875054,1.9882119968780472
0.11304722129623777,0.9187593681939491,0.09718100068129085,79.41668522556526,352.56668522556527,1.6345284286657276
0.15299977148320512,0.9084811591235763,0.2845936496137923,51.60639388173846,324.75639388173846,0.9411950742637339
0.12694366400011817,0.934192693854566,0.17305828754927785,58.34163261588043,331.4916326158804,1.3350719744401491
0.11071588013159916,0.9717639147641568,0.24185728963341757,71.59823262209636,344.74823262209634,1.4811000016856095
0.11184143214908271,0.9807431605976282,0.05110235809755565,75.97600750721031,349.12600750721026,1.9702571890261982
0.06079001961252244,0.9998743370066765,0.29359024317013166,32.231637639772636,305.38163763977263,0.8986264220356276
0.006163566913587881,0.9296362057011165,0.14959186406289454,51.71250373654718,324.8625037365472,1.1895540607512127
0.08734347784647248,0.9407941951131282,0.14810162288119375,69.97022327969074,343.1202232796907,1.3951430205588724
